BLOCK_ID,STREET_BLOCK,METER_CLASS,DATE_TYPE,TIME_BAND_ID,LAST_RATE,OCCUPANCY_PCT,PROPOSED_RATE_CHG,NEW_RATE,ADJUSTED_RATE,FINAL_RATE,EXCEPTION_REASON,PMT_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,Commercial,Weekday,3,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,Commercial,Weekend,2,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,Commercial,Weekend,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,Commercial,Weekend,3,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,Commercial,Weekend,1,$2.00,,$0.00,,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,GMP,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,GMP,Weekday,3,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,GMP,Weekday,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,24th and Capp Lot,GMP,Weekday,1,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekend,3,$5.50,100,$0.25,5.75,5.75,$5.75,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekend,4,$1.00,58,$0.00,1,1,$1.00,Minimum rate rule applied,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekend,2,$7.50,100,$0.25,7.75,7.75,$7.75,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekend,1,$1.00,63,$0.00,1,1,$1.00,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekday,4,$1.00,,$0.00,,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekday,2,$7.25,,$0.00,,7.5,$7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekday,1,$3.50,,$0.00,,3.75,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekday,3,$3.00,,$0.00,,3.25,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekend,4,$1.00,,$0.00,,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekend,1,$1.00,,$0.00,,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekend,3,$5.25,,$0.00,,5.5,$5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,Commercial,Weekend,2,$7.25,,$0.00,,7.5,$7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekday,3,$3.25,87,$0.25,3.5,3.5,$3.50,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekday,4,$1.00,54,$0.00,1,1,$1.00,Minimum rate rule applied,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekday,2,$7.50,100,$0.25,7.75,7.75,$7.75,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,California and Steiner Lot,GMP,Weekday,1,$3.75,82,$0.25,4,4,$4.00,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekday,1,$2.25,0,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekday,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekday,3,$2.25,0,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekday,4,$2.25,0,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekday,1,$2.25,47,$0.00,2,2,$2.25,Insufficient payment data available for a rate adjustment,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekday,2,$2.50,58,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekday,3,$2.25,48,$0.00,2,2,$2.25,Insufficient payment data available for a rate adjustment,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekday,4,$2.25,41,$0.00,2,2,$2.25,Insufficient payment data available for a rate adjustment,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekend,1,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekend,2,$2.75,0,$0.00,2.75,2.75,$2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekend,3,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,Commercial,Weekend,4,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekend,1,$1.00,45,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekend,2,$2.75,61,$0.00,2.75,2.75,$2.75,Insufficient payment data available for a rate adjustment,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekend,3,$1.00,47,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8th and Clement Lot,GMP,Weekend,4,$1.00,40,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekday,1,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekday,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekday,3,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekday,1,$2.50,45,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekday,2,$2.50,48,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekday,3,$2.50,46,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekday,4,$2.50,40,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekend,1,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekend,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekend,3,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,Commercial,Weekend,4,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekend,1,$1.00,40,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekend,2,$2.50,52,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekend,3,$1.00,44,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,9th and Clement Lot,GMP,Weekend,4,$1.00,40,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekend,3,$1.75,67,$0.00,1.75,1.75,$1.75,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekend,1,$1.00,60,$0.00,1,1,$1.00,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekend,2,$2.50,69,$0.00,2.5,2.5,$2.50,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekend,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekday,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekday,3,$1.75,,$0.00,,1.75,$1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekday,2,$2.25,,$0.00,,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekday,1,$1.75,,$0.00,,1.75,$1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekend,1,$1.00,,$0.00,,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekend,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekend,2,$2.75,,$0.00,,2.75,$2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,Commercial,Weekend,3,$2.00,,$0.00,,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekday,3,$1.75,66,$0.00,1.75,1.75,$1.75,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekday,1,$1.75,60,$0.00,1.75,1.75,$1.75,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekday,2,$2.25,66,$0.00,2.25,2.25,$2.25,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Castro Theater Lot,GMP,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekend,1,$2.00,72,$0.00,2,2,$2.00,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekend,2,$3.75,91,$0.25,4,4,$4.00,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekend,3,$3.50,90,$0.25,3.75,3.75,$3.75,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekend,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekday,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekday,2,$3.25,,$0.00,,3.5,$3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekday,3,$3.00,,$0.00,,3.25,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekday,1,$1.50,,$0.00,,1.5,$1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekend,3,$3.25,,$0.00,,3.5,$3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekend,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekend,2,$3.50,,$0.00,,3.75,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,Commercial,Weekend,1,$2.00,,$0.00,,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekday,1,$1.75,72,$0.00,1.75,1.75,$1.75,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekday,2,$3.50,87,$0.25,3.75,3.75,$3.75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekday,3,$3.25,89,$0.25,3.5,3.5,$3.50,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,18th and Collingwood Lot,GMP,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekend,3,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekend,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekend,1,$2.00,44,$0.00,1.75,1.75,$2.00,Insufficient payment data available for a rate adjustment,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekend,2,$2.50,58,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekend,3,$2.50,57,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekend,4,$2.50,0,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekday,1,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekday,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekday,3,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekday,1,$2.50,44,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekday,2,$2.50,57,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekday,3,$2.50,64,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,GMP,Weekday,4,$2.50,0,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekend,1,$2.00,0,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Mission and Norton Lot,Commercial,Weekend,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekday,1,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekday,2,$3.25,0,$0.00,3.25,3.25,$3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekday,3,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekday,4,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekday,1,$1.00,56,$0.00,0.75,1,$1.00,Minimum rate rule applied,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekday,2,$3.25,71,$0.00,3.25,3.25,$3.25,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekday,3,$1.00,61,$0.00,1,1,$1.00,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekday,4,$1.00,62,$0.00,1,1,$1.00,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekend,1,$2.00,0,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekend,2,$5.75,0,$0.00,5.75,5.75,$5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekend,3,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,Commercial,Weekend,4,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekend,1,$2.00,61,$0.00,2,2,$2.00,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekend,2,$5.75,79,$0.00,5.75,5.75,$5.75,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekend,3,$1.00,61,$0.00,1,1,$1.00,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,21st and Geary Lot,GMP,Weekend,4,$1.00,63,$0.00,1,1,$1.00,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekday,1,$2.25,0,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekday,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekday,3,$2.25,0,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekday,4,$2.00,0,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekday,1,$2.25,61,$0.00,2.25,2.25,$2.25,Insufficient payment data available for a rate adjustment,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekday,2,$2.50,65,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekday,3,$2.25,60,$0.00,2.25,2.25,$2.25,Insufficient payment data available for a rate adjustment,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekday,4,$1.75,46,$0.00,1.5,1.5,$1.75,Insufficient payment data available for a rate adjustment,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekend,1,$1.50,0,$0.00,1.5,1.5,$1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekend,2,$2.50,0,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekend,3,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,Commercial,Weekend,4,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekend,1,$1.50,60,$0.00,1.5,1.5,$1.50,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekend,2,$2.50,70,$0.00,2.5,2.5,$2.50,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,18th and Geary Lot,GMP,Weekend,3,$1.00,60,$0.00,1,1,$1.00,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
